Numero_da_Ocorrencia,Numero_da_Ficha,Operador_Padronizado,Classificacao_da_Ocorrencia,Data_da_Ocorrencia,Hora_da_Ocorrencia,Municipio,UF,Regiao,Descricao_do_Tipo,ICAO,Latitude,Longitude,Tipo_de_Aerodromo,Historico,Matricula,Categoria_da_Aeronave,Operador,Tipo_de_Ocorrencia,Fase_da_Operacao,Operacao,Danos_a_Aeronave,Aerodromo_de_Destino,Aerodromo_de_Origem,Lesoes_Fatais_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Leves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Ilesos_Tripulantes,Ilesos_Passageiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Modelo,CLS,Tipo_ICAO,PMD,Numero_de_Assentos,Nome_do_Fabricante,PSSO
33566,2022847115,MAURO EDUARDO DE SOUZA E SILVA,Acidente,2022-08-15,18:30,RIO DE JANEIRO,RJ,Sudeste,PERDA DE CONTROLE EM VOO,Fora de Aeródromo,"-22,9967","-43,3881",-,A aeronave decolou do Aeródromo Ten. Brig. Ar Waldir de Vasconcelos (SIWV) Rio de Janeiro RJ por volta das 18h19min (UTC) a fim de realizar voo local de treinamento. Na perna do vento do segundo circuito de tráfego para toque e arremetida houve a perda de controle da aeronave vindo a colidir em um telhado de uma residência próximo ao aeródromo.,PUSPX,PET,MAURO EDUARDO DE SOUZA E SILVA,LOC-I,Circuto de Tráfego,Voo Experimental,Substancial,,,,,,1.0,,,,1.0,,,,,,,CONQUEST 180,L1P,ULAC,750.0,2.0,SAVIO PEDROTTI,verdadeiro
34566,2022036328,PRODUTIVA AEROAGRICOLA EIRELI - ME,Acidente,2022-10-19,09:25:00,IPUÃ,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,APUA,"-20,3109","-48,0248",APUA,A aeronave decolou de área de uso para uso aeroagrícola (APUA) denominada Pista Fazenda Valinhos Ipuã SP a fim de realizar voo local de aplicação de defensivo com um tripulante a bordo. Após a decolagem para área de aplicação a aeronave perdeu performance e realizou pouso em emergência em área de cultivo.,PPPRD,S05,PRODUTIVA AEROAGRICOLA EIRELI - ME,SCF-PP,Subida,Operação Agrícola,Substancial,,,,,,,,,,,,1.0,,,,,S2R-H80,L1T,SS2T,4763.0,1.0,THRUSH AIRCRAFT,verdadeiro
42895,202441030133,BOLZAER AVIAÇÃO AGRÍCOLA LTDA,Incidente Grave,2024-02-12,17:00:00,SÃO PEDRO DO SUL,RS,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"-29,6281","-54,4525",-,A aeronave decolou de uma área de pouso para uso aeroagrícola no município de São Pedro RS aproximadamente às 16h40min (UTC) a fim de realizar voo de pulverização de defensivos agrícolas com um tripulante a bordo. Durante o voo ocorreu a falha do motor e a aeronave realizou pouso de emergência em uma lavoura de soja.,PTGOD,S11,BOLZAER AVIAÇÃO AGRÍCOLA LTDA,SCF-PP,Cruzeiro,Operação Agrícola,Nenhum,,,,,,,,,,,,1.0,,,,,EMB-201,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
42986,202431906175,SF1 EMPRENDIMENTO LTDA,Acidente,2024-03-02,13:00,Barreiras,BA,Nordeste,PERDA DE CONTROLE EM VOO,SNDH,"-12,1628","-45,0336",Privado,A aeronave decolou do aeródromo ABA (SNDH) no município de Barreiras BA por volta das 12h55min (UTC) a fim de efetuar voo local com um tripulante e dois passageiros a bordo. Durante o voo houve perda de controle em voo e a aeronave colidiu contra o solo.,PPZJA,AMD,SF1 EMPRENDIMENTO LTDA,LOC-I,Cruzeiro,Voo Experimental,Substancial,SNDH,SNDH,1.0,2.0,,,,,,,,,,,,,RV-10,L1P,ZZZZ,1230.0,4.0,MARCIO DE CASTRO VALADARES,verdadeiro
28283,202187318,ERMES PARZIANELLO,Acidente,2021-05-30,17:38,PIRAQUARA,PR,Sul,PERDA DE CONTROLE EM VOO,SISY,"-25,4492","-49,14",Privado,A aeronave decolou do Aeródromo de Piraquara (SISY) Piraquara PR às 17h30min (UTC) a fim de realizar um circuito de tráfego e pouso para cheque da aeronave com um tripulante a bordo. Foi realizado um toque e arremetida na pista e após a aeronave ganhar alguns metros de altura ocorreu uma perda de sustentação tendo a aeronave colidido contra uma casa. A aeronave teve danos substanciais. O tripulante sofreu lesões leves.,PURID,PET,ERMES PARZIANELLO,LOC-I,Arremetida,Voo Experimental,Substancial,SISY,SISY,,,,,,,1.0,,,,,,,,BRAVO 700,L1P,ULAC,500.0,2.0,,verdadeiro
28285,202156948,HINOVE AGROCIÊNCIA S.A,Acidente,2021-05-13,20:25,RIBEIRÃO PRETO,SP,Sudeste,COMBUSTÍVEL,SDUL,"-21,1853","-47,9075",Privado,A aeronave decolou do Aeródromo Ten Cel Av César Bombonato (SBUL) Uberlândia MG com destino ao Aeródromo Usina Santa Lydia (SDUL) Ribeirão Preto SP a fim de realizar voo privado com um piloto e quatro passageiros a bordo. Na perna do do vento para pista de pouso 17 o motor esquerdo perdeu potência seguido do motor direito. A aeronave realizou pouso de emergência em área de plantação de cana. A aeronave teve danos substanciais. Todos a bordo saíram ilesos.,PTIIM,TPP,HINOVE AGROCIÊNCIA S.A,FUEL,Circuto de Tráfego,Voo Privado,Substancial,SDUL,SBUL,,,,,,,,,,1.0,4.0,,,,310Q,L2P,C310,2404.0,6.0,CESSNA AIRCRAFT,verdadeiro
30724,2021052622,DIMENSÃO AVIAÇÃO AGRÍCOLA EIRELI,Acidente,2021-12-14,21:35,CARACOL,MS,Centro-Oeste,PERDA DE CONTROLE EM VOO,Fora de Aeródromo,"-21,9427","-56,8855",-,A aeronave decolou da área para uso aeroagrícola da Fazenda Ouro e Prata (ZZZZ) Caracol MS para realizar um voo de aplicação de defensivo agrícola com um tripulante a bordo. Durante aplicação a aeronave colidiu com uma árvore vindo a chocar-se contra o solo.,PTUMH,S11,DIMENSÃO AVIAÇÃO AGRÍCOLA EIRELI,LOC-I,Voo a baixa altura,Operação Agrícola,Substancial,,,,,,,,,1.0,,,,,,,,EMB-202,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
42193,202496937445,FRANCO AVIAÇÕES LTDA,Acidente,2024-02-01,13:00,VILA BELA DA SANTÍSSIMA TRINDADE ,MT,Centro-Oeste,OPERAÇÃO A BAIXA ALTITUDE,Fora de Aeródromo,"-15,2803","-60,1733",-,A aeronave decolou da Fazenda São Francisco (ZZZZ) no município de Vila Bela da Santíssima Trindade MT a fim de realizar voo de aplicação de defensivo agrícola com um tripulante a bordo. Durante o voo a aeronave veio a colidir contra um poste que sustentava uma fiação elétrica e posteriormente impactou contra o solo.,PREGU,S11,FRANCO AVIAÇÕES LTDA,LALT,Manobra,Voo Privado,Substancial,,,,,,,,,1.0,,,,,,,,PA-36-300,L1P,PA36,1996.0,1.0,PIPER AIRCRAFT,verdadeiro
42194,202494903702,MOISES DE ALMEIDA SCHMIDT,Incidente Grave,2024-01-31,16:00,BARREIRAS,BA,Nordeste,EXCURSÃO DE PISTA,Fora de Aeródromo,"-11,9367","-46,0847",-,A aeronave decolou do aeródromo ABA (SNDH) Barreiras BA por volta das 15h25min (UTC) com destino à área de pouso para uso aeroagrícola da Fazenda Rio de Janeiro (ZZZZ) Barreiras BA a fim de realizar voo de translado com um tripulante a bordo. Durante o pouso ocorreu a perda de controle no solo e consequente saída de pista.,PSSCH,TPP,MOISES DE ALMEIDA SCHMIDT,RE,Pouso,Operação Agrícola,Leve,,SNDH,,,,,,,,,,1.0,,,,,S2R-510,L1T,SS2T,4763.0,1.0,THRUSH AIRCRAFT,verdadeiro
42266,202456080041,300 INVESTIMENTOS S A,Incidente Grave,2024-01-25,12:49,Urberlândia,MG,Sudeste,PERDA DE CONTROLE EM VOO,SBUL,"-18,8836","-48,2253",Público,A aeronave decolou do Aeródromo Frutal (SNFU) Minas Gerais MG com destino ao Aeródromo Tenente Coronel. Aviador César Bombonato (SBUL) Uberlândia MG a fim de efetuar voo privado com um tripulante a bordo. Durante o voo a aeronave apresentou perda do comando do profundor. Foi realizado o pouso sem maiores intercorrências no aeródromo de destino.,PTZIP,AMD,300 INVESTIMENTOS S A,LOC-I,Indeterminada,Voo Privado,Leve,SBUL,SNFU,,,,,,,,,,1.0,,,,,RV-10,L1P,ZZZZ,1224.0,4.0,JOSE GUILHERME FRANCA MENDES DE CARVALHO,verdadeiro
28124,202144611,FRANCISCA PINHEIRO,Acidente,2021-05-06,20:35:00,ITAITUBA,PA,Norte,OPERAÇÃO A BAIXA ALTITUDE,Fora de Aeródromo,"-7,63633","-56,7381",-,A aeronave decolou da área não registrada do Garimpo São Raimundo localizada no município de Itaituba PA com destino desconhecido com um piloto e dois passageiros a bordo. Conforme dados da investigação a aeronave efetuou uma passagem baixa (rasante) sobre a pista do Garimpo São Raimundo e colidiu contra o solo a cerca de 650 metros da cabeceira. Houve fogo após o impacto. A aeronave ficou destruída. Todos a bordo sofreram lesões fatais.,PRFPR,TPP,FRANCISCA PINHEIRO,LALT,Voo a baixa altura,Voo Privado,Destruída,,,1.0,2.0,,,,,,,,,,,,,210N,L1P,C210,1724.0,6.0,CESSNA AIRCRAFT,verdadeiro
28126,202102736,"B&A PARTICIPAÇÕES, PROJETOS E CONSULTORIA LTDA",Acidente,2021-05-09,20:00:00,TOMBOS,MG,Sudeste,PERDA DE CONTROLE NO SOLO,Fora de Aeródromo,"-20,9069","-42,0274",-,A aeronave decolou do Aeródromo de Caratinga (SNCT) Ubaporanga MG com destino a área não registrada na cidade de Tombos MG a fim de realizar voo privado com um piloto e três passageiros a bordo. Após o pouso a aeronave inclinou-se para a frente seguida de uma inclinação para a direita ocasionando o impacto lateral com o solo. A aeronave teve danos substanciais. Todos a bordo saíram ilesos.,PTPSD,TPP,"B&A PARTICIPAÇÕES, PROJETOS E CONSULTORIA LTDA",LOC-G,Pouso,Voo Privado,Substancial,,SNCT,,,,,,,,,,,,,,,R44 II,H1P,R44,1134.0,4.0,ROBINSON HELICOPTER,verdadeiro
36350,2023902042,AERO AGRICOLA BUTUI LTDA - ME,Incidente Grave,2023-02-13,20:40:00,PELOTAS ,RS,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,APUA,"-31,4031","-52,1523",APUA,A aeronave decolou da Área de Pouso de Uso Aeroagrícola (APUA) no município de Pelotas RS a fim de realizar aplicação de fungicida com um piloto a bordo. Durante o deslocamento para área de aplicação ocorreu a perda da potência do motor. O piloto tentou retornar para a pista e realizou o pouso em uma lavoura de soja.,PTURL,S05,AERO AGRICOLA BUTUI LTDA - ME,SCF-PP,Cruzeiro,Operação Agrícola,Nenhum,APUA ,APUA ,,,,,,,,,,1.0,,,,,EMB-202,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
44366,202491659385,MARCELO LEOMAR KAPPES,Incidente Grave,2024-03-12,12:30,São Desidério,BA,Nordeste,EXCURSÃO DE PISTA,APUA,"-12,6244","-46,1561",APUA,A aeronave decolou do aeródromo Fazenda Santo Inácio (SJ7J) São Desidério BA por volta das 12h30min (UTC) a fim de realizar um voo local de aplicação de defensivos agrícolas com um tripulante a bordo. Durante o pouso ocorreu a perda do controle direcional e a aeronave veio a extrapolar o limite lateral direito da pista tocando com a hélice e a ponta da asa no solo.,PRKPS,TPP,MARCELO LEOMAR KAPPES,RE,Pouso,Operação Agrícola,Leve,SJ7J,SJ7J,,,,,,,,,,1.0,,,,,S2R-H80,L1T,SS2T,4763.0,1.0,THRUSH AIRCRAFT,verdadeiro
44768,202491766160,ALFA E OMEGA SERVICOS AEREOS LTDA,Acidente,2024-03-23,15:00:00,Lucas do Rio Verde,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,Fora de Aeródromo,,,-,A aeronave decolou da área de pouso para uso aeroagrícola da Fazenda Santo Antônio (ZZZZ) no município de Lucas do Rio Verde MT a fim de realizar voo de aplicação de defensivo agrícola com um tripulante a bordo. Durante o voo a aeronave perdeu o controle e impactou contra o solo.,PRAGA,S11,ALFA E OMEGA SERVICOS AEREOS LTDA,LOC-I,Manobra,Operação Agrícola,Substancial,,,1.0,,,,,,,,,,,,,,A188B,L1P,C188,1905.0,1.0,CESSNA AIRCRAFT,verdadeiro
44886,202499018092,RITA DE CASSIA OLIVEIRA,Acidente,2024-04-01,18:15:00,Água Azul do Norte,PA,Norte,PERDA DE CONTROLE NO SOLO,Fora de Aeródromo,"-7,21028","-50,4433",-,A aeronave decolou da área de pouso para uso aeroagrícola da Fazenda Estância Sophie Gomes (ZZZZ) Santa Maria das Barreiras PA por volta das 17h25min (UTC) com destino ao Aeródromo de Redenção (SNDC) Redenção PA a fim de realizar translado. Devido às condições meteorológicas desviou sua rota e efetuou um pouso de precaução na área de pouso para uso aeroagrícola da Fazenda Rodeio (ZZZZ) Água Azul do Norte PA. Após o pouso a aeronave se descontrolou vindo a quebrar a bequilha entortar o trem de pouso principal esquerdo e danificar a ponta das pás da hélice.,PSSRB,TPP,RITA DE CASSIA OLIVEIRA,LOC-G,Pouso,Voo Privado,Substancial,SNDC,SBBE,0.0,,,0.0,,,0.0,,,1.0,,,,,AT-402B,L1T,AT3T,3175.0,1.0,AIR TRACTOR,verdadeiro
44887,202425346511,JAÍBA AVIAÇÃO AGRÍCOLA LTDA,Acidente,2024-04-01,10:54:00,Catalão,GO,Centro-Oeste,PERDA DE CONTROLE EM VOO,Fora de Aeródromo,"-18,1117","-47,88",-,A aeronave decolou do Aeroporto de Catalão (SWKT) no município de Catalão GO a fim de realizar voo de aplicação de defensivo agrícola com um tripulante a bordo. Durante o voo a aeronave perdeu velocidade e altura vindo a colidir contra o solo.,PTGFH,S11,JAÍBA AVIAÇÃO AGRÍCOLA LTDA,LOC-I,Cruzeiro,Operação Agrícola,Substancial,SWKT,SWKT,0.0,,,0.0,,,1.0,,,0.0,,,,,EMB-201,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
45237,202405241955,AEROMART AVIAÇÃO AGRÍCOLA LTDA,Acidente,2024-04-09,19:10:00,Uberaba,MG,Sudeste,VOO CONTROLADO CONTRA O TERRENO,Aeródromo não cadastrado,"-19,3339","-48,0361",,A aeronave decolou da pista aeroagrícola da Fazenda Santa Edvirgens (ZZZZ) Uberaba MG com destino a pista aeroagrícola da Fazenda Campo Belo (ZZZZ) MG a fim de realizar operação aeroagrícola com um piloto a bordo. Durante o voo a aeronave colidiu com o solo.,PTGBG,S11,AEROMART AVIAÇÃO AGRÍCOLA LTDA,CFIT,Cruzeiro,Operação Agrícola,Substancial,ZZZZ,ZZZZ,0.0,,,1.0,,,0.0,,,0.0,,,,,EMB-200A,L1P,IPAN,1550.0,1.0,NEIVA,verdadeiro
30996,2022589721,PAJOARA INDÚSTRIA E COMÉRCIO LTDA,Acidente,2022-01-19,16:05,CURITIBA,PR,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SBBI,"-25,4033","-49,2336",Público,A aeronave decolou do Aeródromo Estância Santa Maria (SSKG) no município de Campo Grande MS com destino ao Aeródromo Bacacheri (SBBI) no município de Curitiba PR por volta de 13h45min (UTC) a fim de realizar voo privado com 1 piloto e 5 passageiros a bordo. Durante a aproximação para SBBI houve perda de potência no motor esquerdo. O piloto tentou aproximação direta para a cabeceira 18 porém tocou no gramado ao lado esquerdo da pista. Na sequência a aeronave cruzou a pista e colidiu contra o barranco de contenção no lado oposto.,PRJGV,TPP,PAJOARA INDÚSTRIA E COMÉRCIO LTDA,SCF-PP,Aproximação,Voo Privado,Substancial,SBBI,SSKG,,,,,,,,,,1.0,5.0,,,,58,L2P,BE58,2494.0,6.0,BEECH AIRCRAFT,verdadeiro
32007,2022558007,BLUE SKY TAXI AEREO LTDA,Incidente Grave,2022-05-07,17:20,RIO DE JANEIRO,RJ,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"-23,005","-43,4028",-,Aeronave decolou do Aeroporto de Jacarepaguá (SBJR) Rio de Janeiro RJ com destino ao Campo de Golfe Olímpico (ZZZZ) Rio de Janeiro RJ por volta das 17h20min (UTC) a fim de realizar um voo de translado com um piloto e um passageiro. Durante aproximação para pouso ocorreu uma vibração anormal no rotor de cauda da aeronave.,PRETO,M56,BLUE SKY TAXI AEREO LTDA,SCF-PP,Aproximação,Táxi Aéreo,Leve,,SBRJ,,,,,,,,,,1.0,1.0,,,,R44 II,H1P,R44,1134.0,4.0,ROBINSON HELICOPTER,verdadeiro
32730,2022536370,DUGOMES AIR TÁXI AÉREO LTDA,Incidente Grave,2022-07-05,21:22,IPIXUNA,AM,Norte,COLISÃO COM FAUNA,Fora de Aeródromo,"-7,03444","-71,6869",-,A aeronave decolou do Aeródromo de Eirunepé (SWEI) Eirunepé AM com destino ao Aeródromo Governador José B. Lindoso (SD8C) Ipixuna AM a fim de realizar transporte de passageiros com um tripulante e cinco passageiros a bordo. Durante a corrida após o pouso um cachorro adentrou a pista levando o piloto a realizar uma frenagem brusca. A aeronave teve o pneu direito estourado perdeu o eixo da pista saindo pela lateral direita.,PTRXT,TPX,DUGOMES AIR TÁXI AÉREO LTDA,WILD,Pouso,Táxi Aéreo,Leve,,SWEI,,,,,,,,,,1.0,5.0,,,,EMB-720D,L1P,PA32,1633.0,7.0,NEIVA,verdadeiro
34030,2022001978,GUILHERME CUNHA PADILHA,Incidente Grave,2022-09-10,12:20:00,TRÊS LAGOAS,MS,Centro-Oeste,COMBUSTÍVEL,Fora de Aeródromo,,,-,A aeronave decolou do aeródromo Campo Verde (SDLZ) Campo Verde MT com destino ao aeródromo Três Lagoas (SBTG) Três Lagoas MS para voo privado com um tripulante a bordo. Durante o voo houve o esgotamento do combustível nos respectivos tanques. O piloto efetuou o pouso de emergência em área rural próxima à cidade de Três Lagoas MT.,PUAAD,PET,GUILHERME CUNHA PADILHA,FUEL,Cruzeiro,Voo Experimental,Leve,SBTG,SDLZ,,,,,,,,,,1.0,,,,,ECHO 2000 RG,L1P,ULAC,525.0,2.0,TECNAM,verdadeiro
42470,202404745494,AERO AGRICOLA VERA EIRELI,Acidente,2024-02-08,19:09:00,PEIXOTO DE AZEVEDO,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"-10,0625","-53,9342",-,A aeronave decolou da área de pouso para uso aeroagrícola da Fazenda Ana 2 (ZZZZ) no município de Peixoto de Azevedo MT a fim de realizar voo de aplicação de defensivo agrícola com um tripulante a bordo. Durante o voo a aeronave apresentou uma falha do motor e veio a colidir contra as árvores e posteriormente contra o solo.,PTUMF,S05,AERO AGRICOLA VERA EIRELI,SCF-PP,Manobra,Operação Agrícola,Substancial,,,,,,1.0,,,,,,,,,,,EMB-202,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
42674,202483190719,BOLZAER AVIACAO AGRICOLA LTDA - ME,Acidente,2024-02-12,16:30,FORMIGUEIRO,RS,Sul,EXCURSÃO DE PISTA,Fora de Aeródromo,"-29,9458","-53,4519",-,A aeronave decolou de uma área de pouso para uso aeroagrícola no município de Restinga Seca RS com destino a uma área de pouso para uso aeroagrícola no município de Formigueiro RS aproximadamente às 10h15min (UTC) a fim de realizar voo de pulverização de defensivos agrícolas com um tripulante a bordo. Durante o pouso a aeronave tocou com a asa direita na lavoura de soja girou cerca de 180 graus saiu pela lateral direita da pista e parou dentro da plantação.,PTVTW,S05,BOLZAER AVIACAO AGRICOLA LTDA - ME,RE,Pouso,Operação Agrícola,Substancial,,,,,,,,,,,,1.0,,,,,EMB-202A,L1P,IPAN,1800.0,1.0,EMBRAER,verdadeiro
31794,2022395571,ROBERTO FELIX,Acidente,2022-04-17,11:30,ITAITUBA,SP,Sudeste,INDETERMINADO,Fora de Aeródromo,"-4,32444","-56,0881",-,A aeronave decolou do Aeródromo José Carlos Peralta (SNEJ) Itaituba PA com destino e horário desconhecidos a fim de realizar um voo de natureza desconhecida com quantidade de ocupantes desconhecida. Após a decolagem a aeronave perdeu altura e colidiu contra o solo.,PTKHR,TPP,ROBERTO FELIX,UNK,Indeterminada,Voo Privado,Substancial,,,,,,,,,,,,,,,,,182P,L1P,C182,1338.0,4.0,CESSNA AIRCRAFT,verdadeiro
31949,2022180520,C. VALE COOPERATIVA AGROINDUSTRIAL,Acidente,2022-04-30,10:00,ALTO PIQUIRI,PR,Sul,EXCURSÃO DE PISTA,Fora de Aeródromo,"-24,1653","-53,3922",-,A aeronave iniciou a corrida de decolagem da Área de Pouso para Uso Aeroagrícola (APUA) Pista da Paulistânia (ZZZZ) no município de Alto Piquiri PR por volta das 10h00min (UTC) a fim de realizar um voo local de aplicação de defensivo agrícola.Durante a corrida na pista a aeronave não atingiu os parâmetros necessários para a decolagem e saiu de pista pela extremidade vindo a colidir contra o solo.,PTGXB,TPP,C.VALE COOPERATIVA AGROINDUSTRIAL,RE,Decolagem,Operação Agrícola,Substancial,,,,,,,,,,,,1.0,,,,,EMB-201A,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
34349,2022453080,JOSE ANTONIO DE MELO JUNIOR,Incidente Grave,2022-07-30,11:00:00,IRANDUBA,AM,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,APUA,,,APUA,A aeronave decolou da localidade conhecida como Fazenda Santa Maria (ZZZZ) município de Nova Olinda do Norte AM com destino ao Aeródromo de Flores (SWFN) município de Manaus AM realizando um voo particular. Durante o voo de cruzeiro nas proximidades de Iranduba AM a hélice se desintegrou. Foi realizado um pouso de emergência em uma via pública no município de Iranduba AM.,PUSUN,PET,JOSE ANTONIO DE MELO JUNIOR,SCF-PP,Cruzeiro,Voo Privado,,SWFN,SWNO,,,,,,,,,,1.0,,,,,CONQUEST 180,L1P,ULAC,650.0,2.0,EDRA AERONAUTICA LTDA,verdadeiro
35548,2022877734,HELIRIO TÁXI AÉREO LTDA,Acidente,2022-12-14,13:55:00,RIO DE JANEIRO,RJ,Sudeste,PERDA DE CONTROLE EM VOO,Fora de Aeródromo,"-23,0026","-43,2656",-,A aeronave decolou do Heliponto do Recreio (SDRE) Rio de Janeiro  RJ por volta das 13h25min (UTC) a fim de transportar pessoal para voo panorâmico com um piloto e quatro passageiros a bordo. Com cerca de trinta minutos de voo durante a aproximação final para pouso a aeronave perdeu altitude e colidiu com o solo em uma clareira nas proximidades do heliponto.,PPMEU,TPX,HELIRIO TÁXI AÉREO LTDA,LOC-I,Aproximação,Táxi Aéreo,Substancial,SDRE ,SDRE ,,,,,3.0,,1.0,1.0,,,,,,,EC 120 B,H1T,EC20,1715.0,5.0,EUROCOPTER FRANCE,verdadeiro
36731,2023990663,VOLMIR ELTON SCHEFFLER,Acidente,2023-03-23,14:20:00,PORTO DOS GAÚCHOS,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,Aeródromo não cadastrado,"-11,3759","-57,0714",,A aeronave decolou da área de pouso para uso aeroagrícola (APUA) da Fazenda Chaparral Porto dos Gaúchos MT para aplicação de defensivos agrícolas com um piloto a bordo. Durante o voo por volta das 14h20min (UTC) a aeronave colidiu contra uma plantação.,PSSCX,TPP,VOLMIR ELTON SCHEFFLER,LOC-I,Manobra,Voo Privado,Substancial,****,****,,,,,,,,,,1.0,,,,,EMB-203,L1P,IPAN,1900.0,1.0,EMBRAER,verdadeiro
36726,2023972286,HELIMARTE TAXI AEREO LTDA,Acidente,2023-03-17,17:30:00,SÃO PAULO,SP,Sudeste,INDETERMINADO,Fora de Aeródromo,"-23,3119","-46,3922",-,A aeronave decolou do heliponto Porto Marina Astúrias (SICV) Guarujá SP com destino ao aeródromo Campo de Marte (SBMT) São Paulo SP a fim de realizar voo de transporte de passageiros com 01 piloto e 03 passageiros a bordo. Durante aproximação para pouso houve a perda de controle da aeronave e colisão contra o solo.,PRPGC,M60,HELIMARTE TAXI AEREO LTDA,UNK,Circuto de Tráfego,Táxi Aéreo,Substancial,SBMT ,SICV ,1.0,3.0,,,,,,,,,,,,,R44 II,H1P,R44,1134.0,4.0,ROBINSON HELICOPTER,verdadeiro
36730,2023260675,CLAUMIR JOSE CENEDESE,Acidente,2023-03-22,16:30:00,NOVA UBIRATÃ,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"-12,5422","-55,1826",-,A aeronave decolou da Área de Pouso para Uso Aerogrícola (APUA) da Fazenda Nossa Senhora do Caravagio Nova Ubiratã MT por volta das 16h20min (UTC) com um piloto a bordo a fim de realizar aplicação de defensivos agrícolas. Durante a segunda passagem ocorreu a perda de potência do motor seguido de pouso forçado na plantação.,PTUCL,T11,CLAUMIR JOSE CENEDESE,SCF-PP,Manobra,Voo Privado,Substancial,***,***,,,,,,,,,,1.0,,,,,EMB-201A,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
36732,2023400375,DENERVAL GERMANO DA CRUZ,Acidente,2023-03-22,20:07:00,Bairro Multirão I,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"-16,3705","-49,2118",-,A aeronave decolou do Aeródromo de Janaúba (SNAP) Janaúba MG com destino ao Aeroporto de Goiânia (SBGO) Goiânia GO para um voo privado com um piloto e cinco passageiros a bordo. Durante a aproximação a aeronave alternou seu destino para o Aeródromo Nacional de Aviação (SBNV) Goiânia GO. Posteriormente a aeronave reportou estar em emergência na frequência da rádio de SBNV e colidiu contra residências às 20H07(UTC).,PTVQV,TPP,DENERVAL GERMANO DA CRUZ,SCF-PP,Circuto de Tráfego,Voo Privado,Substancial,SBGO ,SNAP ,,2.0,,1.0,,,,3.0,,,,,,,EMB-810D,L2P,PA34,2155.0,7.0,EMBRAER,verdadeiro
36733,2023404749,PAULO CÉSAR ASOIA BERTOCINI,Acidente,2023-03-24,19:35:00,CONCEIÇÃO DO ARAGUAIA,PA,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"-8,2031","-49,1806",-,A aeronave decolou do Aeródromo de Conceição do Araguaia (SBAA) Conceição do Araguaia PA com destino ao Aeródromo do Clube Voart (SDVO) Araguaína TO aproximadamente às 19h28min (UTC) a fim de realizar voo de translado de enfermo com um piloto e quatro passageiro a bordo. Após a decolagem ao cruzar 1.000 ft AGL a aeronave apresentou falha do motor esquerdo perdeu altura e colidiu contra o solo.,PTWHJ,TPP,PAULO CÉSAR ASOIA BERTOCINI,SCF-PP,Decolagem,Voo Privado,Substancial,SDVO ,SBAA ,,,,,,,1.0,4.0,,,,,,,EMB-810C,L2P,PA34,2073.0,6.0,EMBRAER,verdadeiro
44568,202431615779,MARCOS ANTONIO PARTEKA,Acidente,2024-03-16,22:30,Candói,PR,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"-25,7392","-52,2531",-,A aeronave decolou do condomínio Porto Santa Maria (ZZZZ) no municipio de Candói PR a fim de realizar um voo local sobre a região do alagado do Rio Iguaçu com um tripulante e um passageiro a bordo. Durante o retorno na aproximação final para pouso a aeronave apresentou perda de potência e efetuou pouso no Rio Iguaçu.,PRGFL,TPP,MARCOS ANTONIO PARTEKA,SCF-PP,Aproximação,Voo Privado,Substancial,,,,,,,,,,,,1.0,1.0,,,,R22 BETA,H1P,R22,621.0,2.0,ROBINSON HELICOPTER,verdadeiro
